Problem,Male,Dependent_count,college_or_above,Married,Less_than_$40K,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Customer_Age_0-43,Customer_Age_43-50,Customer_Age_50-68
0,0,5,0,0,1,33.0,6,2.5,2.5,4976.0,866.0,4110.0,0.85,4000.125,69.0,0.568,0.174,0,1,0
1,0,3,1,0,1,40.5,3,3.0,3.5,1502.0,107.5,1502.0,0.594,2204.0,36.0,0.49724999999999997,0.0,0,1,0
1,0,1,0,0,1,40.5,3,3.5,3.0,7359.0,107.5,7359.0,0.768,2869.0,43.0,0.49724999999999997,0.0,0,0,1
0,0,4,0,1,1,36.0,5,3.0,2.5,4228.0,1783.5,2342.0,0.85,4000.125,69.0,0.682,0.29337500000000005,1,0,0
1,1,3,1,1,0,37.0,5,2.5,3.5,7970.0,1783.5,5536.0,0.594,1378.875,35.0,0.49724999999999997,0.29337500000000005,0,1,0
1,0,3,0,0,1,32.0,3,2.5,2.5,1942.0,107.5,1942.0,0.594,1853.0,35.0,0.49724999999999997,0.0,0,1,0
1,1,4,1,0,0,31.5,1,2.5,3.0,5821.0,894.0,4927.0,0.594,2011.0,42.0,0.49724999999999997,0.154,1,0,0
1,1,3,0,0,0,39.0,4,3.0,2.5,1809.0,457.0,1352.0,0.703,2169.0,49.0,0.49724999999999997,0.253,0,1,0
0,0,1,1,0,0,38.0,4,2.5,2.5,3503.0,1572.0,1931.0,0.85,4000.125,69.0,0.632,0.29337500000000005,0,1,0
0,0,3,1,1,1,31.5,3,3.0,2.5,1902.0,962.0,940.0,0.594,4000.125,69.0,0.725,0.29337500000000005,1,0,0
0,0,3,1,1,1,31.5,3,3.0,2.5,1902.0,962.0,940.0,0.594,4000.125,69.0,0.725,0.29337500000000005,1,0,0
1,0,2,1,1,1,36.0,4,3.0,3.5,2514.0,1783.5,424.0,0.842,2603.0,53.0,0.606,0.29337500000000005,0,1,0
0,1,4,0,0,0,40.0,4,3.0,3.0,8920.125,107.5,7947.35,0.846,4000.125,69.0,0.745,0.0,0,0,1
0,1,4,0,0,0,40.0,4,3.0,3.0,8920.125,107.5,7947.35,0.846,4000.125,69.0,0.745,0.0,0,0,1
0,1,0,0,0,0,40.5,4,3.0,3.0,8920.125,1695.0,7947.35,0.838,3434.0,69.0,0.49724999999999997,0.094,0,0,1
0,1,0,0,0,0,40.5,4,3.0,3.0,8920.125,1695.0,7947.35,0.838,3434.0,69.0,0.49724999999999997,0.094,0,0,1
0,0,1,0,0,1,36.0,5,2.5,2.5,3258.0,1783.5,741.0,0.85,4000.125,69.0,0.75,0.29337500000000005,0,0,1
1,1,3,0,0,0,36.0,1,2.5,3.0,7970.0,1783.5,5688.0,0.594,1872.0,41.0,0.49724999999999997,0.286,0,1,0
1,0,1,0,0,1,36.0,5,2.5,3.0,1836.0,572.0,1264.0,0.758,2400.0,35.0,0.789,0.29337500000000005,0,0,1
0,1,4,0,1,0,36.0,3,2.5,3.0,8920.125,1170.0,7947.35,0.678,3785.0,64.0,0.6,0.034,0,1,0
0,0,2,1,0,1,36.0,3,2.5,3.0,3462.0,1783.5,1645.0,0.717,4000.125,65.0,0.711,0.29337500000000005,0,1,0
0,0,3,1,1,1,36.0,3,3.0,2.5,1699.0,107.5,1699.0,0.653,4000.125,69.0,0.642,0.0,0,1,0
1,0,3,1,1,1,40.0,3,3.5,3.0,8920.125,1783.5,7947.35,0.594,1552.0,35.0,0.49724999999999997,0.14,0,1,0
0,1,5,0,0,0,32.0,6,2.5,3.0,8823.0,1783.5,6306.0,0.812,4000.125,69.0,0.7907500000000001,0.285,0,1,0
1,0,4,0,1,1,40.5,1,3.5,3.0,5396.0,1783.5,3593.0,0.594,2107.0,39.0,0.49724999999999997,0.29337500000000005,0,0,1
1,0,3,1,0,0,40.5,5,3.0,3.0,1899.0,671.0,1228.0,0.736,2434.0,45.0,0.49724999999999997,0.29337500000000005,0,1,0
1,0,1,0,0,1,33.0,6,3.0,3.0,2006.0,1608.0,398.0,0.85,2760.0,38.0,0.652,0.29337500000000005,0,1,0
0,0,1,0,1,1,36.0,3,2.5,3.0,1438.3,670.0,768.3,0.85,4000.125,69.0,0.7907500000000001,0.29337500000000005,1,0,0
1,1,2,1,0,0,40.5,3,3.5,3.0,8760.0,107.5,7947.35,0.726,2460.0,39.0,0.56,0.0,0,0,1
0,1,4,1,0,0,31.5,6,2.5,2.5,4534.0,917.0,3617.0,0.84,4000.125,66.0,0.61,0.202,1,0,0
0,0,4,0,0,1,40.5,5,3.0,3.0,3545.0,1446.0,2099.0,0.638,3691.0,69.0,0.7907500000000001,0.29337500000000005,0,0,1
0,0,4,0,0,1,40.5,5,2.5,2.5,3334.0,1272.0,2062.0,0.85,4000.125,69.0,0.587,0.29337500000000005,0,0,1
1,0,3,0,0,0,32.0,5,3.0,3.5,2496.0,1783.5,497.0,0.724,2590.0,50.0,0.667,0.29337500000000005,0,0,1
1,0,4,1,1,1,31.5,3,2.5,2.5,1438.3,107.5,1438.3,0.68,2429.0,38.0,0.652,0.0,0,1,0
0,0,0,0,0,1,31.5,5,3.0,2.5,3279.0,107.5,3279.0,0.765,4000.125,69.0,0.7907500000000001,0.0,1,0,0
1,0,4,1,1,1,36.0,5,2.5,3.0,2128.0,528.0,1600.0,0.594,2289.0,41.0,0.49724999999999997,0.248,0,1,0
1,0,2,1,1,1,31.5,4,3.0,3.5,2704.0,1783.5,442.0,0.85,2362.0,39.0,0.49724999999999997,0.29337500000000005,0,1,0
0,0,3,1,1,1,40.0,3,3.0,3.0,8920.125,107.5,7947.35,0.777,4000.125,67.0,0.523,0.0,0,1,0
1,0,0,0,0,1,36.0,3,2.5,3.5,8920.125,107.5,7947.35,0.594,1844.0,41.0,0.64,0.0,0,0,1
1,1,1,1,0,0,40.5,1,3.0,2.5,1656.0,107.5,1656.0,0.626,2073.0,44.0,0.7907500000000001,0.0,0,1,0
0,0,1,0,1,1,31.5,5,2.5,2.5,5714.0,868.0,4846.0,0.636,4000.125,69.0,0.7,0.152,0,1,0
0,0,2,1,0,1,31.5,5,3.0,3.0,8920.125,107.5,7947.35,0.85,4000.125,69.0,0.7907500000000001,0.0,1,0,0
1,0,4,1,1,1,31.5,3,2.5,3.0,4304.0,107.5,4304.0,0.594,1788.0,36.0,0.49724999999999997,0.0,0,1,0
1,0,3,1,0,1,36.0,3,3.0,3.5,2060.0,107.5,2060.0,0.594,1976.0,44.0,0.49724999999999997,0.0,0,0,1
0,0,4,1,0,0,31.5,4,3.5,3.0,6885.0,1611.0,5274.0,0.85,3804.0,67.0,0.7907500000000001,0.234,0,1,0
0,0,4,1,0,0,31.5,4,3.5,3.0,6885.0,1611.0,5274.0,0.85,3804.0,67.0,0.7907500000000001,0.234,0,1,0
1,1,4,0,0,0,36.0,4,3.0,3.5,1871.0,107.5,1871.0,0.73,2593.0,48.0,0.548,0.0,0,1,0
1,0,3,0,1,1,32.0,3,2.5,3.0,1438.3,107.5,1438.3,0.594,1852.0,38.0,0.49724999999999997,0.0,0,1,0
1,0,4,1,0,1,40.0,6,3.5,3.0,2473.0,107.5,2473.0,0.594,2133.0,44.0,0.49724999999999997,0.0,0,1,0
0,1,4,1,0,0,31.5,6,3.0,2.5,4640.0,1555.0,3085.0,0.78,3870.0,69.0,0.707,0.29337500000000005,1,0,0
1,0,3,1,0,1,31.5,3,2.5,2.5,8869.0,107.5,7947.35,0.594,1935.0,40.0,0.49724999999999997,0.0,0,1,0
1,0,4,1,1,1,40.5,2,3.0,3.5,3853.0,696.0,3157.0,0.85,2443.0,38.0,0.583,0.181,0,1,0
0,0,3,1,1,1,40.5,4,2.5,3.0,1438.3,721.0,717.3,0.601,4000.125,69.0,0.7907500000000001,0.29337500000000005,0,1,0
1,1,3,1,0,0,36.0,3,2.5,3.0,8920.125,511.0,7947.35,0.799,2351.0,39.0,0.49724999999999997,0.035,0,1,0
1,0,1,0,0,0,36.0,5,3.0,3.0,1665.0,107.5,1665.0,0.85,2748.0,40.0,0.49724999999999997,0.0,0,0,1
1,0,4,0,0,1,40.5,3,3.5,3.0,6263.0,1783.5,3746.0,0.85,2613.0,50.0,0.724,0.29337500000000005,0,1,0
0,0,2,1,0,1,31.5,6,3.0,3.0,2317.0,1301.0,1016.0,0.85,4000.125,69.0,0.7907500000000001,0.29337500000000005,1,0,0
0,0,1,1,1,1,32.0,6,3.0,3.0,2225.0,107.5,2225.0,0.85,4000.125,69.0,0.75,0.0,0,1,0
0,0,3,1,0,1,31.5,3,2.5,2.5,5494.0,1356.0,4138.0,0.594,3566.0,69.0,0.7907500000000001,0.247,1,0,0
1,0,3,0,1,1,40.0,3,3.5,2.5,2003.0,1735.0,268.0,0.85,2343.0,42.0,0.49724999999999997,0.29337500000000005,0,1,0
0,1,1,1,0,0,36.0,5,3.0,2.5,7075.0,1676.0,5399.0,0.85,4000.125,69.0,0.667,0.237,0,0,1
1,0,2,0,0,1,36.0,3,3.0,3.0,1438.3,642.0,796.3,0.594,1939.0,49.0,0.49724999999999997,0.29337500000000005,0,1,0
1,0,4,1,1,1,34.0,3,2.5,2.5,1438.3,107.5,1438.3,0.685,2153.0,35.0,0.49724999999999997,0.0,0,1,0
1,0,3,0,0,1,31.5,5,2.5,3.5,1438.3,107.5,1438.3,0.594,1897.0,58.0,0.706,0.0,0,1,0
0,0,2,0,1,1,31.5,4,3.0,3.0,7927.0,996.0,6931.0,0.594,4000.125,69.0,0.771,0.126,1,0,0
1,0,2,1,0,1,40.5,2,3.5,3.0,1720.0,107.5,1720.0,0.707,2719.0,36.0,0.49724999999999997,0.0,0,0,1
0,0,1,0,1,1,37.0,3,3.0,2.5,1438.3,107.5,1438.3,0.72,4000.125,69.0,0.7907500000000001,0.0,0,1,0
1,0,2,0,1,1,39.0,5,3.0,3.0,3899.0,107.5,3899.0,0.718,2182.0,40.0,0.49724999999999997,0.0,0,1,0
1,0,1,1,0,1,36.0,1,3.0,3.5,2422.0,502.0,1920.0,0.85,2548.0,46.0,0.49724999999999997,0.207,0,1,0
1,0,4,0,1,1,32.0,6,3.0,3.0,3454.0,107.5,3454.0,0.85,2826.0,39.0,0.625,0.0,0,1,0
1,0,3,1,1,1,36.0,4,2.5,3.5,3523.0,107.5,3523.0,0.85,3174.0,44.0,0.49724999999999997,0.0,0,1,0
1,0,3,1,1,1,40.0,3,3.5,3.0,4462.0,706.0,3756.0,0.85,2526.0,41.0,0.49724999999999997,0.158,0,1,0
1,0,3,0,1,1,33.0,3,3.0,3.5,2140.0,107.5,2140.0,0.765,2915.0,50.0,0.49724999999999997,0.0,0,1,0
1,0,3,0,1,0,34.0,2,3.0,2.5,8583.0,107.5,7947.35,0.594,1794.0,35.0,0.49724999999999997,0.0,0,1,0
1,1,3,1,1,0,31.5,2,2.5,3.0,8920.125,1599.0,7947.35,0.713,2595.0,49.0,0.49724999999999997,0.141,1,0,0
1,0,0,1,1,1,40.5,6,3.5,3.0,7210.0,107.5,7210.0,0.769,2516.0,36.0,0.7907500000000001,0.0,0,1,0
0,1,4,1,1,0,36.0,6,2.5,3.0,8920.125,642.0,7947.35,0.705,4000.125,69.0,0.761,0.023,1,0,0
1,1,4,1,1,0,31.5,3,2.5,3.0,8920.125,825.0,7947.35,0.616,2022.0,52.0,0.733,0.024,0,1,0
0,1,5,1,1,0,36.0,4,3.5,3.0,4575.0,1344.0,3231.0,0.594,4000.125,64.0,0.561,0.29337500000000005,0,1,0
1,0,2,0,0,1,31.5,3,2.5,3.5,1690.0,107.5,1690.0,0.69,2645.0,60.0,0.622,0.0,1,0,0
1,0,3,0,0,0,34.0,1,3.0,2.5,1654.0,1474.0,180.0,0.594,2086.0,47.0,0.621,0.29337500000000005,0,1,0
0,1,1,1,1,0,38.0,4,3.0,3.0,8920.125,1783.5,7947.35,0.625,3828.0,65.0,0.7907500000000001,0.055,0,1,0
1,1,3,0,1,0,39.0,2,3.0,2.5,8920.125,107.5,7947.35,0.787,2802.0,52.0,0.529,0.0,0,1,0
1,0,5,0,0,1,40.0,5,3.5,3.5,3502.0,107.5,3502.0,0.594,1895.0,42.0,0.49724999999999997,0.0,0,1,0
1,0,5,0,1,0,31.5,3,2.5,3.5,1438.3,107.5,1438.3,0.763,2500.0,44.0,0.517,0.0,1,0,0
1,0,3,1,1,1,40.5,1,3.0,2.5,2815.0,1783.5,967.0,0.594,2618.0,35.0,0.49724999999999997,0.29337500000000005,0,0,1
0,0,4,0,0,1,36.0,5,3.0,3.0,8920.125,1194.0,7884.0,0.745,4000.125,69.0,0.7907500000000001,0.132,0,1,0
0,0,4,0,0,1,36.0,5,3.0,3.0,8920.125,1194.0,7884.0,0.745,4000.125,69.0,0.7907500000000001,0.132,0,1,0
1,1,5,0,0,0,40.0,5,3.5,3.0,6185.0,1783.5,4225.0,0.669,2225.0,45.0,0.7907500000000001,0.29337500000000005,0,1,0
1,1,3,0,1,0,38.0,3,3.0,3.0,8920.125,107.5,7947.35,0.629,2586.0,44.0,0.49724999999999997,0.0,0,1,0
0,0,3,0,1,0,38.0,3,2.5,2.5,2151.0,107.5,2151.0,0.763,4000.125,69.0,0.72,0.0,0,1,0
1,0,1,1,1,1,40.5,6,3.5,3.0,4232.0,107.5,4232.0,0.85,2312.0,37.0,0.609,0.0,0,0,1
1,0,3,0,1,1,39.0,5,3.0,2.5,3302.0,1783.5,785.0,0.705,2682.0,47.0,0.516,0.29337500000000005,0,1,0
0,1,1,1,0,1,40.5,5,3.0,2.5,4235.0,1675.0,2560.0,0.85,3862.0,69.0,0.7907500000000001,0.29337500000000005,0,0,1
1,0,3,1,0,1,36.0,5,2.5,3.0,1457.0,107.5,1457.0,0.677,2200.0,45.0,0.49724999999999997,0.0,1,0,0
1,1,2,0,0,0,40.5,2,3.5,3.5,7327.0,107.5,7327.0,0.598,2185.0,41.0,0.7907500000000001,0.0,0,0,1
1,1,2,0,0,0,31.5,6,2.5,3.5,8920.125,107.5,7947.35,0.614,2243.0,44.0,0.571,0.0,1,0,0
0,0,5,0,1,1,31.5,6,2.5,2.5,2140.0,107.5,2140.0,0.602,4000.125,65.0,0.7907500000000001,0.0,1,0,0
0,0,1,0,1,1,39.0,3,3.5,2.5,2904.0,1783.5,701.0,0.796,3848.0,66.0,0.692,0.29337500000000005,0,1,0
1,0,2,0,0,1,36.0,3,2.5,3.0,1534.0,107.5,1534.0,0.642,2596.0,39.0,0.49724999999999997,0.0,1,0,0
0,0,0,1,1,0,40.5,4,3.0,2.5,2566.0,1783.5,402.0,0.594,4000.125,69.0,0.659,0.29337500000000005,0,0,1
1,0,2,1,0,1,40.5,3,2.5,3.0,6812.0,1783.5,4886.0,0.735,2288.0,48.0,0.778,0.283,0,0,1
1,0,4,0,1,1,40.5,3,3.0,3.0,2447.0,1267.0,1180.0,0.594,2132.0,37.0,0.49724999999999997,0.29337500000000005,0,1,0
0,0,5,0,0,1,32.0,3,3.0,2.5,2859.0,1776.0,1083.0,0.79,4000.125,69.0,0.756,0.29337500000000005,0,1,0
0,0,5,0,0,1,32.0,3,3.0,2.5,2859.0,1776.0,1083.0,0.79,4000.125,69.0,0.756,0.29337500000000005,0,1,0
1,1,3,1,0,0,40.5,6,3.5,3.0,8920.125,1000.0,7947.35,0.694,1777.0,37.0,0.542,0.029,0,0,1
1,0,1,1,0,1,40.5,5,3.0,3.5,1764.0,107.5,1764.0,0.824,2740.0,47.0,0.49724999999999997,0.0,0,1,0
1,0,4,0,1,1,36.0,5,3.0,3.0,3492.0,1783.5,975.0,0.6,2510.0,47.0,0.621,0.29337500000000005,0,1,0
1,0,3,0,1,1,36.0,3,3.0,3.0,2977.0,1340.0,1637.0,0.594,2201.0,39.0,0.49724999999999997,0.29337500000000005,1,0,0
0,0,3,0,0,1,40.5,4,3.0,3.0,2002.0,1188.0,814.0,0.63,3735.0,69.0,0.659,0.29337500000000005,0,0,1
1,0,4,0,0,0,36.0,3,3.0,3.5,1438.3,107.5,1438.3,0.641,2092.0,42.0,0.68,0.0,0,1,0
1,0,2,1,1,1,40.5,3,3.5,3.0,1638.0,107.5,1638.0,0.594,1702.0,36.0,0.49724999999999997,0.0,0,1,0
1,0,2,1,1,0,31.5,2,2.5,3.5,2547.0,1783.5,582.0,0.594,2160.0,46.0,0.49724999999999997,0.29337500000000005,1,0,0
1,1,2,0,1,0,32.0,1,3.0,3.5,1789.0,107.5,1789.0,0.637,2784.0,49.0,0.581,0.0,0,1,0
0,0,0,0,1,1,36.0,3,3.5,2.5,3524.0,1306.0,2218.0,0.8,4000.125,69.0,0.7907500000000001,0.29337500000000005,1,0,0
0,1,2,0,0,0,40.5,4,3.0,3.0,8920.125,107.5,7947.35,0.606,4000.125,69.0,0.574,0.0,0,0,1
0,1,2,0,0,0,40.5,4,3.0,3.0,8920.125,107.5,7947.35,0.606,4000.125,69.0,0.574,0.0,0,0,1
0,1,3,1,1,0,31.5,6,3.0,2.5,4726.0,1161.0,3565.0,0.698,4000.125,69.0,0.7907500000000001,0.246,0,1,0
0,1,2,1,1,0,40.5,5,2.5,2.5,1438.3,107.5,1438.3,0.85,4000.125,69.0,0.571,0.0,0,0,1
1,0,3,1,1,0,31.5,5,3.0,3.5,4312.0,1783.5,1795.0,0.741,2693.0,56.0,0.49724999999999997,0.29337500000000005,0,1,0
0,1,3,1,0,0,40.5,3,2.5,2.5,8920.125,1783.5,7947.35,0.594,4000.125,69.0,0.776,0.072,0,1,0
0,1,1,0,0,0,31.5,4,2.5,2.5,1793.0,1141.0,652.0,0.715,4000.125,69.0,0.76,0.29337500000000005,1,0,0
1,0,1,1,1,1,36.0,1,2.5,3.0,1462.0,107.5,1462.0,0.594,1998.0,36.0,0.49724999999999997,0.0,1,0,0
1,0,4,1,1,1,31.5,5,3.0,3.5,4038.0,1530.0,2508.0,0.724,2400.0,41.0,0.49724999999999997,0.29337500000000005,0,1,0
1,0,1,0,0,1,31.5,5,3.0,3.0,1438.3,107.5,1438.3,0.849,2355.0,47.0,0.567,0.0,1,0,0
0,0,2,0,0,1,31.5,3,2.5,2.5,4408.0,1510.0,2898.0,0.73,4000.125,69.0,0.7907500000000001,0.29337500000000005,1,0,0
0,0,2,1,1,1,31.5,5,2.5,3.0,4693.0,634.0,4059.0,0.85,4000.125,69.0,0.7907500000000001,0.135,1,0,0
1,1,4,0,0,0,40.5,6,3.0,2.5,8920.125,1104.0,7947.35,0.594,1989.0,47.0,0.741,0.032,0,1,0
1,0,2,0,1,1,40.5,3,3.5,3.0,2247.0,107.5,2247.0,0.641,2615.0,37.0,0.49724999999999997,0.0,0,1,0
0,1,3,0,0,0,36.0,5,3.0,3.0,3624.0,107.5,3624.0,0.74,4000.125,69.0,0.7907500000000001,0.0,1,0,0
0,0,3,1,1,1,36.0,4,3.0,2.5,2525.0,1203.0,1322.0,0.725,4000.125,69.0,0.7907500000000001,0.29337500000000005,0,0,1
0,0,0,0,0,1,31.5,6,2.5,2.5,2252.0,1783.5,426.0,0.716,4000.125,68.0,0.7907500000000001,0.29337500000000005,1,0,0
0,0,0,0,0,1,31.5,6,2.5,2.5,2252.0,1783.5,426.0,0.716,4000.125,68.0,0.7907500000000001,0.29337500000000005,1,0,0
1,1,2,0,0,0,34.0,2,3.0,3.0,7077.0,107.5,7077.0,0.838,2619.0,41.0,0.519,0.0,0,1,0
1,0,4,1,1,0,31.5,5,2.5,3.0,3281.0,107.5,3281.0,0.85,2907.0,45.0,0.49724999999999997,0.0,0,1,0
1,0,2,1,0,1,40.5,3,3.5,3.0,1694.0,107.5,1694.0,0.594,1930.0,41.0,0.519,0.0,0,1,0
0,0,2,1,1,1,38.0,3,3.0,3.0,1513.0,788.0,725.0,0.677,4000.125,69.0,0.7907500000000001,0.29337500000000005,0,1,0
1,0,4,1,0,1,31.5,5,2.5,3.5,1438.3,107.5,1438.3,0.777,2392.0,44.0,0.49724999999999997,0.0,1,0,0
0,0,4,1,0,1,38.0,4,3.0,2.5,4120.0,1578.0,2542.0,0.594,4000.125,69.0,0.588,0.29337500000000005,0,1,0
1,1,3,0,1,0,40.0,5,3.5,3.0,2509.0,450.0,2059.0,0.654,2239.0,47.0,0.621,0.179,0,1,0
0,0,3,0,1,1,40.5,3,2.5,2.5,3119.0,1783.5,923.0,0.81,4000.125,69.0,0.7907500000000001,0.29337500000000005,0,1,0
0,0,1,0,0,1,36.0,6,2.5,3.0,2899.0,1783.5,481.0,0.594,4000.125,68.0,0.7907500000000001,0.29337500000000005,0,1,0
0,0,2,0,1,0,36.0,5,2.5,2.5,2295.0,1277.0,1018.0,0.594,2245.0,47.0,0.679,0.29337500000000005,0,1,0
1,0,4,0,1,1,39.0,3,2.5,2.5,3411.0,1472.0,1939.0,0.594,2108.0,55.0,0.618,0.29337500000000005,0,1,0
0,0,2,0,0,1,36.0,3,2.5,2.5,1858.0,1071.0,787.0,0.611,4000.125,66.0,0.535,0.29337500000000005,0,1,0
1,0,0,0,1,1,40.5,1,3.0,3.5,4130.0,107.5,4130.0,0.814,2418.0,57.0,0.781,0.0,0,0,1
0,1,1,0,1,1,31.5,6,3.0,3.0,6236.0,1204.0,5032.0,0.817,4000.125,69.0,0.7907500000000001,0.193,1,0,0
1,0,2,1,1,1,36.0,1,3.0,3.0,1615.0,950.0,665.0,0.594,2212.0,43.0,0.49724999999999997,0.29337500000000005,0,0,1
1,0,1,1,1,1,36.0,6,3.0,3.0,3052.0,107.5,3052.0,0.85,2598.0,47.0,0.49724999999999997,0.0,0,1,0
1,0,2,1,1,1,40.5,3,3.0,3.0,2796.0,107.5,2796.0,0.729,2196.0,35.0,0.75,0.0,0,0,1
1,0,1,0,0,1,31.5,5,2.5,3.5,3554.0,107.5,3554.0,0.782,2372.0,44.0,0.63,0.0,1,0,0
1,0,3,0,0,1,31.5,2,2.5,2.5,1576.0,107.5,1576.0,0.789,2703.0,56.0,0.7907500000000001,0.0,1,0,0
0,0,4,1,1,1,36.0,6,3.0,2.5,1438.3,107.5,1438.3,0.651,4000.125,69.0,0.648,0.0,0,1,0
0,1,3,0,0,0,31.5,4,2.5,2.5,2973.0,1136.0,1837.0,0.729,4000.125,69.0,0.776,0.29337500000000005,1,0,0
1,0,4,1,0,1,31.5,4,2.5,3.0,1438.3,107.5,1438.3,0.628,2493.0,42.0,0.5,0.0,1,0,0
0,0,1,0,0,1,31.5,4,2.5,3.0,5647.0,1175.0,4472.0,0.802,4000.125,69.0,0.7907500000000001,0.208,0,1,0
1,0,0,0,0,1,34.0,4,3.0,3.0,2223.0,632.0,1591.0,0.665,2538.0,49.0,0.581,0.284,0,1,0
1,0,3,1,0,1,40.5,1,3.0,3.0,3802.0,1558.0,2244.0,0.594,2003.0,43.0,0.593,0.29337500000000005,0,1,0
0,0,3,0,0,1,34.0,6,3.0,2.5,4862.0,107.5,4862.0,0.695,4000.125,69.0,0.593,0.0,0,1,0
0,0,3,0,0,1,34.0,6,3.0,2.5,4862.0,107.5,4862.0,0.695,4000.125,69.0,0.593,0.0,0,1,0
0,1,3,0,1,0,36.0,6,2.5,3.0,8920.125,1085.0,7947.35,0.81,3915.0,69.0,0.674,0.048,0,1,0
1,1,3,1,1,0,36.0,2,3.0,3.0,3022.0,895.0,2127.0,0.85,2724.0,38.0,0.7907500000000001,0.29337500000000005,0,1,0
1,0,4,0,0,1,40.0,5,3.5,3.0,1438.3,107.5,1438.3,0.605,2207.0,41.0,0.64,0.0,0,1,0
1,0,1,0,1,0,40.5,4,3.0,3.0,1438.3,522.0,916.3,0.594,2030.0,37.0,0.49724999999999997,0.29337500000000005,0,1,0
1,0,3,1,0,1,36.0,5,3.0,2.5,1516.0,107.5,1516.0,0.737,2709.0,54.0,0.49724999999999997,0.0,1,0,0
0,0,2,1,1,1,40.5,4,3.0,3.0,2156.0,1134.0,1022.0,0.669,4000.125,69.0,0.711,0.29337500000000005,0,1,0
0,1,5,1,0,0,31.5,6,3.0,2.5,5826.0,1482.0,4344.0,0.729,4000.125,69.0,0.767,0.254,0,1,0
0,0,3,1,0,1,31.5,5,2.5,2.5,2035.0,1174.0,861.0,0.85,4000.125,69.0,0.638,0.29337500000000005,0,1,0
1,0,2,1,0,1,33.0,1,3.0,3.0,1833.0,107.5,1833.0,0.594,2037.0,35.0,0.49724999999999997,0.0,0,1,0
1,0,0,0,0,1,31.5,6,2.5,3.0,1835.0,1647.0,188.0,0.594,1903.0,44.0,0.63,0.29337500000000005,1,0,0
1,0,0,1,0,1,36.0,5,3.0,3.0,1574.0,107.5,1574.0,0.594,2560.0,59.0,0.788,0.0,1,0,0
1,0,3,1,1,1,36.0,3,2.5,3.0,2300.0,107.5,2300.0,0.703,2500.0,47.0,0.49724999999999997,0.0,1,0,0
0,0,0,0,1,0,36.0,6,2.5,3.0,2883.0,1783.5,947.0,0.85,4000.125,53.0,0.656,0.29337500000000005,0,1,0
0,0,2,1,0,1,38.0,4,3.0,2.5,3264.0,1783.5,1222.0,0.752,4000.125,69.0,0.705,0.29337500000000005,0,1,0
0,0,2,1,0,1,40.5,5,3.0,2.5,1438.3,787.0,651.3,0.737,4000.125,69.0,0.756,0.29337500000000005,0,0,1
0,1,2,1,1,0,32.0,5,3.0,3.0,6059.0,1171.0,4888.0,0.678,4000.125,69.0,0.667,0.193,0,1,0
1,0,3,0,1,1,36.0,2,3.0,3.0,1572.0,107.5,1572.0,0.74,2447.0,41.0,0.577,0.0,0,1,0
1,0,2,1,0,0,31.5,4,2.5,3.0,1900.0,107.5,1900.0,0.776,2880.0,46.0,0.49724999999999997,0.0,1,0,0
0,0,4,1,0,0,40.5,4,2.5,3.0,3455.0,1385.0,2070.0,0.773,4000.125,69.0,0.745,0.29337500000000005,0,0,1
0,0,4,1,0,0,40.5,4,2.5,3.0,3455.0,1385.0,2070.0,0.773,4000.125,69.0,0.745,0.29337500000000005,0,0,1
1,0,2,0,0,1,34.0,1,3.0,3.5,1661.0,107.5,1661.0,0.786,2473.0,49.0,0.75,0.0,0,1,0
1,0,2,1,1,1,31.5,5,2.5,3.0,1691.0,107.5,1691.0,0.85,2716.0,63.0,0.703,0.0,1,0,0
0,0,2,1,0,1,35.0,4,2.5,3.0,2888.0,1641.0,1247.0,0.85,3703.0,61.0,0.7907500000000001,0.29337500000000005,0,1,0
0,0,2,1,0,1,35.0,4,2.5,3.0,2888.0,1641.0,1247.0,0.85,3703.0,61.0,0.7907500000000001,0.29337500000000005,0,1,0
0,0,1,0,1,0,40.5,5,3.0,2.5,1871.0,1339.0,532.0,0.79,4000.125,69.0,0.731,0.29337500000000005,0,0,1
0,0,3,1,1,1,36.0,6,3.0,2.5,4959.0,1483.0,3476.0,0.85,4000.125,69.0,0.614,0.29337500000000005,0,1,0
0,0,3,1,1,1,36.0,6,3.0,2.5,4959.0,1483.0,3476.0,0.85,4000.125,69.0,0.614,0.29337500000000005,0,1,0
0,1,4,0,0,0,36.0,3,2.5,3.0,8920.125,599.0,7947.35,0.635,4000.125,63.0,0.7907500000000001,0.058,0,1,0
1,0,2,0,0,1,32.0,5,3.0,3.0,1486.0,849.0,637.0,0.621,2380.0,43.0,0.7907500000000001,0.29337500000000005,0,1,0
1,1,2,0,0,1,36.0,5,3.0,3.0,1931.0,107.5,1931.0,0.85,2482.0,40.0,0.6,0.0,1,0,0
1,0,3,1,0,1,39.0,3,3.0,3.5,1644.0,500.0,1144.0,0.784,2450.0,45.0,0.49724999999999997,0.29337500000000005,0,1,0
0,0,2,1,0,0,36.0,4,2.5,3.0,2283.0,107.5,2283.0,0.85,4000.125,66.0,0.7907500000000001,0.0,0,1,0
